index,age,gender,country,education,role,field,cat_experience,cat_salary,share_unido
6877,30-34,Man,Thailand,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Streamlit 
6877,30-34,Man,Thailand,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, GitHub 
6877,30-34,Man,Thailand,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Colab 
6880,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Other,Mid,20K - 50K, GitHub 
6880,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Other,Mid,20K - 50K, Kaggle 
6883,22-24,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
6883,22-24,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
6900,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Senior,< 20K, GitHub 
6909,50-54,Man,United States of America,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,I do not share my work publicly
6911,45-49,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,I do not share my work publicly
6912,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 20K, GitHub 
6917,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K, GitHub 
6917,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K, Personal blog 
6917,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,20K - 50K, Kaggle 
6927,35-39,Man,Japan,Master’s degree,Business Analyst,Shipping/Transportation,Junior,100K - 200K, GitHub 
6927,35-39,Man,Japan,Master’s degree,Business Analyst,Shipping/Transportation,Junior,100K - 200K, Kaggle 
6927,35-39,Man,Japan,Master’s degree,Business Analyst,Shipping/Transportation,Junior,100K - 200K, Colab 
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
6932,40-44,Man,Ecuador,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 20K,I do not share my work publicly
6938,40-44,Prefer not to say,Other,Master’s degree,Business Analyst,Retail/Sales,Senior+,< 20K, GitHub 
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Shiny 
6976,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, GitHub 
6976,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Kaggle 
6993,22-24,Man,India,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 20K, GitHub 
6993,22-24,Man,India,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 20K, Kaggle 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,20K - 50K,I do not share my work publicly
7017,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 20K,I do not share my work publicly
7047,40-44,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior+,20K - 50K,I do not share my work publicly
7054,22-24,Woman,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
7054,22-24,Woman,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
7054,22-24,Woman,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
7074,30-34,Woman,Other,Master’s degree,Data Analyst,Energy/Mining,Junior,20K - 50K,I do not share my work publicly
7082,35-39,Man,Hong Kong (S.A.R.),Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,50K - 100K,I do not share my work publicly
7085,30-34,Man,India,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
7097,35-39,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
7121,25-29,Woman,Czech Republic,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
7147,25-29,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,20K - 50K,I do not share my work publicly
7159,45-49,Man,Egypt,No formal education past high school,Business Analyst,Computers/Technology,Senior,< 20K, GitHub 
7159,45-49,Man,Egypt,No formal education past high school,Business Analyst,Computers/Technology,Senior,< 20K, Kaggle 
7161,30-34,Man,Nigeria,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 20K, GitHub 
7161,30-34,Man,Nigeria,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,< 20K, Colab 
7168,50-54,Woman,Japan,No formal education past high school,Data Analyst,Academics/Education,Senior+,< 20K,I do not share my work publicly
7170,25-29,Man,Nigeria,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
7216,30-34,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, GitHub 
7216,30-34,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, Kaggle 
7223,45-49,Man,Other,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 20K,I do not share my work publicly
7224,25-29,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
7241,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, GitHub 
7241,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
7265,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
7265,22-24,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Colab 
7267,35-39,Woman,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,20K - 50K, GitHub 
7267,35-39,Woman,China,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,20K - 50K, Kaggle 
7273,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
7284,30-34,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Senior,100K - 200K, Plotly Dash 
7284,30-34,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Senior,100K - 200K, NBViewer 
7284,30-34,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Senior,100K - 200K, GitHub 
7284,30-34,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Senior,100K - 200K, Personal blog 
7284,30-34,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Senior,100K - 200K, Colab 
7284,30-34,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Senior,100K - 200K, Shiny 
7302,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, GitHub 
7307,30-34,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
7334,25-29,Man,China,Doctoral degree,Data Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
7347,35-39,Woman,China,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 20K, Personal blog 
7365,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, GitHub 
7365,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Kaggle 
7365,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Colab 
7376,25-29,Man,Other,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,20K - 50K, Kaggle 
7379,40-44,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
7382,25-29,Woman,United Arab Emirates,Master’s degree,Business Analyst,Computers/Technology,Senior,50K - 100K, GitHub 
7385,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
7385,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Kaggle 
7385,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
7385,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Shiny 
7390,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
7390,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
7520,35-39,Man,Nigeria,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
7523,18-21,Woman,India,Master’s degree,Data Analyst,Other,Mid,< 20K,I do not share my work publicly
7547,60-69,Man,Argentina,Master’s degree,Business Analyst,Marketing/CRM,Senior+,50K - 100K, GitHub 
7559,18-21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
7577,30-34,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,20K - 50K,Other
7612,30-34,Man,Bangladesh,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
7612,30-34,Man,Bangladesh,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
7612,30-34,Man,Bangladesh,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Colab 
7617,25-29,Man,Malaysia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
7620,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, GitHub 
7620,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Kaggle 
7620,18-21,Man,India,Bachelor’s degree,Data Analyst,Other,Mid,< 20K, Colab 
7627,25-29,Man,China,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,< 20K, Shiny 
7647,40-44,Woman,Brazil,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, GitHub 
7647,40-44,Woman,Brazil,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
7652,25-29,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Kaggle 
7653,30-34,Man,Germany,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 20K, Colab 
7659,22-24,Man,India,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K, GitHub 
7659,22-24,Man,India,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K, Colab 
7674,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,I do not share my work publicly
7684,22-24,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K, GitHub 
7684,22-24,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K, Kaggle 
7684,22-24,Man,Poland,Master’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K, Colab 
7690,25-29,Man,China,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K, GitHub 
7699,22-24,Man,India,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Streamlit 
7699,22-24,Man,India,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
7699,22-24,Man,India,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
7723,22-24,Woman,Egypt,Master’s degree,Data Analyst,Academics/Education,Mid,< 20K, GitHub 
7723,22-24,Woman,Egypt,Master’s degree,Data Analyst,Academics/Education,Mid,< 20K, Kaggle 
7733,45-49,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K, GitHub 
7733,45-49,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K, Kaggle 
7733,45-49,Man,Egypt,Doctoral degree,Data Analyst,Academics/Education,Senior,< 20K, Colab 
7767,40-44,Man,Russia,I prefer not to answer,Business Analyst,Academics/Education,Junior,20K - 50K, GitHub 
7767,40-44,Man,Russia,I prefer not to answer,Business Analyst,Academics/Education,Junior,20K - 50K, Personal blog 
7767,40-44,Man,Russia,I prefer not to answer,Business Analyst,Academics/Education,Junior,20K - 50K, Kaggle 
7767,40-44,Man,Russia,I prefer not to answer,Business Analyst,Academics/Education,Junior,20K - 50K, Colab 
7768,55-59,Man,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior+,50K - 100K,I do not share my work publicly
7770,35-39,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K, GitHub 
7779,40-44,Woman,United States of America,Professional doctorate,Data Analyst,Marketing/CRM,Senior+,100K - 200K,I do not share my work publicly
7833,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, GitHub 
7833,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Kaggle 
7840,22-24,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, GitHub 
7840,22-24,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Kaggle 
7840,22-24,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 20K, Colab 
7868,22-24,Man,Greece,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, GitHub 
7868,22-24,Man,Greece,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, Kaggle 
7868,22-24,Man,Greece,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 20K, Colab 
7871,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Streamlit 
7871,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
7871,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Personal blog 
7871,30-34,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Colab 
7882,35-39,Man,Brazil,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,20K - 50K,I do not share my work publicly
7889,40-44,Man,Czech Republic,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 20K, GitHub 
7893,25-29,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K, GitHub 
7893,25-29,Man,Other,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,20K - 50K, Kaggle 
7911,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
7911,18-21,Woman,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
7917,35-39,Prefer not to say,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K, GitHub 
7918,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, GitHub 
7918,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Shiny 
7919,30-34,Woman,Russia,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, GitHub 
7944,22-24,Man,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
7946,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
7946,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Personal blog 
7946,22-24,Woman,Pakistan,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
7953,40-44,Man,United States of America,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior+,100K - 200K,I do not share my work publicly
7961,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, GitHub 
7961,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Kaggle 
7961,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 20K, Colab 
7974,35-39,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,50K - 100K, GitHub 
7974,35-39,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,50K - 100K, Kaggle 
7979,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Plotly Dash 
7979,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, GitHub 
7979,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Kaggle 
7979,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K, Colab 
7988,35-39,Woman,Canada,Master’s degree,Business Analyst,Marketing/CRM,Junior,50K - 100K,I do not share my work publicly
8005,60-69,Man,United States of America,Doctoral degree,Data Analyst,Energy/Mining,Senior+,100K - 200K,I do not share my work publicly
8006,35-39,Woman,Canada,Master’s degree,Data Analyst,Government/Public Service,Mid,50K - 100K,I do not share my work publicly
8007,50-54,Man,Australia,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, GitHub 
8018,30-34,Man,Other,Master’s degree,Data Analyst,Other,Senior,< 20K, GitHub 
8018,30-34,Man,Other,Master’s degree,Data Analyst,Other,Senior,< 20K, Kaggle 
8022,25-29,Man,India,I prefer not to answer,Data Analyst,Accounting/Finance,Mid,20K - 50K,I do not share my work publicly
