index,age,gender,country,education,role,field,cat_experience,cat_salary,languages
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, SQL
2631,45-49,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Python
2631,45-49,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, C++
2631,45-49,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Javascript
2641,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Python
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, R
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, SQL
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, SQL
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, C
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Javascript
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Bash
2659,30-34,Man,France,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K,Python
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Python
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, R
2698,22-24,Woman,China,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Python
2698,22-24,Woman,China,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, SQL
2717,45-49,Man,Ukraine,Doctoral degree,Business Analyst,Broadcasting/Communications,Senior+,< 25K,Python
2717,45-49,Man,Ukraine,Doctoral degree,Business Analyst,Broadcasting/Communications,Senior+,< 25K, SQL
2717,45-49,Man,Ukraine,Doctoral degree,Business Analyst,Broadcasting/Communications,Senior+,< 25K, Other
2725,25-29,Man,Taiwan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
2730,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, MATLAB
2736,25-29,Man,United States of America,Master’s degree,Data Analyst,Energy/Mining,Senior,50K - 100K,Python
2736,25-29,Man,United States of America,Master’s degree,Data Analyst,Energy/Mining,Senior,50K - 100K, SQL
2749,45-49,Man,Nigeria,Master’s degree,Business Analyst,Other,Sin experiencia,< 25K,
2750,25-29,Man,Russia,Master’s degree,Data Analyst,,Junior,,Python
2750,25-29,Man,Russia,Master’s degree,Data Analyst,,Junior,, SQL
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
2759,35-39,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, R
2765,25-29,Man,Indonesia,Bachelor’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 25K,
2767,18-21,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Swift
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,,Python
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,, R
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,, SQL
2793,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
2793,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
2802,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Python
2802,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, SQL
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Python
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, SQL
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, Javascript
2805,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Python
2805,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K, SQL
2805,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K, Other
2810,25-29,Man,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Python
2810,25-29,Man,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K, SQL
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,25K - 50K,Python
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,25K - 50K, SQL
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,25K - 50K, Other
2821,25-29,Man,Ecuador,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
2821,25-29,Man,Ecuador,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
2822,50-54,Man,Other,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,Python
2822,50-54,Man,Other,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K, R
2822,50-54,Man,Other,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K, C
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Python
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K, R
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K, SQL
2830,25-29,Man,Russia,Master’s degree,Data Analyst,Military/Security/Defense,Junior,25K - 50K,Python
2830,25-29,Man,Russia,Master’s degree,Data Analyst,Military/Security/Defense,Junior,25K - 50K, R
2830,25-29,Man,Russia,Master’s degree,Data Analyst,Military/Security/Defense,Junior,25K - 50K, SQL
2830,25-29,Man,Russia,Master’s degree,Data Analyst,Military/Security/Defense,Junior,25K - 50K, Javascript
2842,25-29,Woman,Poland,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Python
2855,30-34,Woman,Egypt,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
2863,40-44,Man,France,Master’s degree,Data Analyst,,Junior,,Python
2863,40-44,Man,France,Master’s degree,Data Analyst,,Junior,, R
2863,40-44,Man,France,Master’s degree,Data Analyst,,Junior,, SQL
2867,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
2867,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
2867,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
2869,40-44,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K,Python
2869,40-44,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K, R
2869,40-44,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K, SQL
2869,40-44,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K, Javascript
2878,30-34,Man,Switzerland,Master’s degree,Data Analyst,Accounting/Finance,Senior,, SQL
2878,30-34,Man,Switzerland,Master’s degree,Data Analyst,Accounting/Finance,Senior,, Other
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K,Python
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, R
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K, SQL
2886,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,,Python
2886,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,, SQL
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Python
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K, SQL
2898,30-34,Man,Pakistan,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,
2900,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
2900,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, SQL
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,Python
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K, R
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K, SQL
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Python
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, SQL
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, C
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, C++
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Java
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K, Javascript
2916,55-59,Man,Italy,No formal education past high school,Data Analyst,Computers/Technology,Mid,25K - 50K, SQL
2921,45-49,Man,Portugal,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,Python
2921,45-49,Man,Portugal,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K, SQL
2930,40-44,Man,Brazil,Doctoral degree,Data Analyst,Government/Public Service,Junior,< 25K, R
2953,30-34,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Python
2953,30-34,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,25K - 50K, SQL
2962,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
2962,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
2963,35-39,Man,Other,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Python
2963,35-39,Man,Other,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K, SQL
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K,Python
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K, SQL
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K, C
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K, C++
2970,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Python
2970,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, SQL
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K,Python
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K, R
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K, Julia
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K, MATLAB
2982,22-24,Man,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Python
2997,25-29,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 25K,Python
2997,25-29,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 25K, R
2997,25-29,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 25K, SQL
2997,25-29,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 25K, C
2997,25-29,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 25K, Java
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Python
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, SQL
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, C
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, C++
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Java
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Javascript
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Python
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, SQL
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, C++
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Javascript
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, MATLAB
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 25K,Python
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 25K, R
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 25K, SQL
3015,22-24,Man,Mexico,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 25K, MATLAB
3029,35-39,Man,India,Master’s degree,Business Analyst,Energy/Mining,Mid,25K - 50K,Python
3034,30-34,Man,India,Bachelor’s degree,Data Analyst,Other,Senior,< 25K,Python
3034,30-34,Man,India,Bachelor’s degree,Data Analyst,Other,Senior,< 25K, SQL
3034,30-34,Man,India,Bachelor’s degree,Data Analyst,Other,Senior,< 25K, C
3049,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
3049,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, R
3049,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
3058,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,,Python
3058,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,, C
3060,35-39,Man,Germany,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, SQL
3064,30-34,Man,Other,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,25K - 50K,Python
3064,30-34,Man,Other,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,25K - 50K, SQL
3067,25-29,Prefer not to say,Poland,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K,Python
3067,25-29,Prefer not to say,Poland,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, SQL
3079,30-34,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Marketing/CRM,Senior+,50K - 100K,Python
3079,30-34,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Marketing/CRM,Senior+,50K - 100K, SQL
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K,Python
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, R
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, SQL
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, C
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, C++
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, Java
3090,18-21,Man,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 25K, Javascript
3092,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Python
3092,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, R
3093,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
3093,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
3093,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, C
3093,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, C++
3093,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Javascript
3093,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, MATLAB
3096,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,,Senior+,,Python
3096,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,,Senior+,, SQL
3096,55-59,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Business Analyst,,Senior+,, Other
3097,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,
