index,age,gender,country,education,role,field,cat_experience,cat_salary,notebooks_unido
8401,25-29,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Binder / JupyterHub 
8403,18-21,Man,Australia,No formal education past high school,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
8412,18-21,Woman,India,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
8412,18-21,Woman,India,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
8424,40-44,Man,Other,No formal education past high school,Data Analyst,Non-profit/Service,Junior,< 25K, Binder / JupyterHub 
8448,35-39,Man,Russia,I prefer not to answer,Business Analyst,Manufacturing/Fabrication,Junior,,Colab Notebooks
8450,22-24,Man,Nepal,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
8471,25-29,Woman,Viet Nam,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Azure Notebooks
8471,25-29,Woman,Viet Nam,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
8499,30-34,Man,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
8499,30-34,Man,Viet Nam,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
8512,35-39,Man,India,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K, Binder / JupyterHub 
8521,25-29,Man,France,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K, Kaggle Notebooks
8529,18-21,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
8533,22-24,Man,India,I prefer not to answer,Data Analyst,Academics/Education,Mid,< 25K, Kaggle Notebooks
8533,22-24,Man,India,I prefer not to answer,Data Analyst,Academics/Education,Mid,< 25K,Azure Notebooks
8533,22-24,Man,India,I prefer not to answer,Data Analyst,Academics/Education,Mid,< 25K,Other
8542,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K, Kaggle Notebooks
8542,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K, Amazon Sagemaker Studio Notebooks 
8542,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
8542,35-39,Man,Kenya,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 25K,Google Cloud Datalab
8549,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,100K - 200K, Kaggle Notebooks
8549,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,100K - 200K,Colab Notebooks
8549,35-39,Man,United States of America,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,100K - 200K, Databricks Collaborative Notebooks 
8558,25-29,Man,Canada,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,50K - 100K, Binder / JupyterHub 
8562,22-24,Man,Brazil,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,< 25K, Kaggle Notebooks
8562,22-24,Man,Brazil,Master’s degree,Business Analyst,Manufacturing/Fabrication,Mid,< 25K,Colab Notebooks
8579,35-39,Man,Taiwan,Master’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Colab Notebooks
8582,30-34,Man,Peru,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K, Kaggle Notebooks
8582,30-34,Man,Peru,Master’s degree,Data Analyst,Academics/Education,Senior,< 25K, Binder / JupyterHub 
8583,22-24,Man,India,Bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,< 25K, Kaggle Notebooks
8611,25-29,Man,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K,Colab Notebooks
8612,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
8612,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
8612,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Binder / JupyterHub 
8612,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
8616,60-69,Man,South Korea,Doctoral degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K,Colab Notebooks
8627,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
8627,22-24,Woman,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
8632,40-44,Man,Argentina,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Kaggle Notebooks
8632,40-44,Man,Argentina,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Colab Notebooks
8632,40-44,Man,Argentina,No formal education past high school,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Google Cloud Datalab
8633,25-29,Man,Uganda,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
8637,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
8637,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
8637,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Google Cloud Datalab
8641,30-34,Man,Taiwan,Master’s degree,Business Analyst,Other,Mid,25K - 50K, Kaggle Notebooks
8641,30-34,Man,Taiwan,Master’s degree,Business Analyst,Other,Mid,25K - 50K,Colab Notebooks
8641,30-34,Man,Taiwan,Master’s degree,Business Analyst,Other,Mid,25K - 50K,Azure Notebooks
8641,30-34,Man,Taiwan,Master’s degree,Business Analyst,Other,Mid,25K - 50K,Google Cloud Datalab
8682,30-34,Man,Canada,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,50K - 100K,Azure Notebooks
8702,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
8704,45-49,Man,Colombia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Kaggle Notebooks
8704,45-49,Man,Colombia,Master’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Databricks Collaborative Notebooks 
8705,18-21,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
8716,25-29,Man,Spain,Master’s degree,Business Analyst,Academics/Education,Junior,25K - 50K,Colab Notebooks
8731,40-44,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Senior+,25K - 50K, Kaggle Notebooks
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K,Colab Notebooks
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K, Binder / JupyterHub 
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K, Code Ocean 
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K, IBM Watson Studio 
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K, Amazon Sagemaker Studio Notebooks 
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K,Google Cloud Notebooks (AI Platform / Vertex AI) 
8732,55-59,Man,Canada,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,100K - 200K,Google Cloud Datalab
8746,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Senior+,< 25K,Colab Notebooks
8748,55-59,Man,Netherlands,Master’s degree,Business Analyst,Government/Public Service,Mid,50K - 100K, Kaggle Notebooks
8748,55-59,Man,Netherlands,Master’s degree,Business Analyst,Government/Public Service,Mid,50K - 100K, Amazon Sagemaker Studio Notebooks 
8761,50-54,Man,Israel,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Other
8773,40-44,Prefer not to say,United States of America,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K,Colab Notebooks
8773,40-44,Prefer not to say,United States of America,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K, Observable Notebooks 
8779,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Azure Notebooks
8779,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Amazon EMR Notebooks 
8779,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Google Cloud Datalab
8789,25-29,Man,India,Bachelor’s degree,Data Analyst,Shipping/Transportation,Mid,< 25K, Kaggle Notebooks
8789,25-29,Man,India,Bachelor’s degree,Data Analyst,Shipping/Transportation,Mid,< 25K,Colab Notebooks
8827,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K,Azure Notebooks
8827,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K,Google Cloud Notebooks (AI Platform / Vertex AI) 
8842,22-24,Man,Egypt,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
8870,35-39,Man,Germany,Doctoral degree,Business Analyst,Online Service/Internet-based Services,Senior+,50K - 100K, Binder / JupyterHub 
8904,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
8932,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Kaggle Notebooks
8932,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K,Azure Notebooks
8932,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Binder / JupyterHub 
8932,25-29,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, IBM Watson Studio 
8933,25-29,Man,Morocco,Master’s degree,Business Analyst,,Junior,, IBM Watson Studio 
8953,25-29,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle Notebooks
8953,25-29,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K,Azure Notebooks
8962,30-34,Man,Bangladesh,No formal education past high school,Data Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
8962,30-34,Man,Bangladesh,No formal education past high school,Data Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
8978,30-34,Woman,Colombia,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
8978,30-34,Woman,Colombia,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Observable Notebooks 
8980,30-34,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
8984,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
8984,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Colab Notebooks
8995,25-29,Man,Russia,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,< 25K, Binder / JupyterHub 
9003,30-34,Man,Canada,Master’s degree,Data Analyst,Non-profit/Service,Senior,100K - 200K, Kaggle Notebooks
9012,18-21,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K, Binder / JupyterHub 
9012,18-21,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
9026,30-34,Man,Sweden,Master’s degree,Data Analyst,,Senior,,Colab Notebooks
9026,30-34,Man,Sweden,Master’s degree,Data Analyst,,Senior,,Google Cloud Notebooks (AI Platform / Vertex AI) 
9053,45-49,Man,Italy,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,25K - 50K, Kaggle Notebooks
9059,25-29,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
9066,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Other
9084,22-24,Man,Egypt,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Kaggle Notebooks
9084,22-24,Man,Egypt,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Google Cloud Datalab
9118,30-34,Man,Singapore,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Kaggle Notebooks
9118,30-34,Man,Singapore,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Colab Notebooks
9118,30-34,Man,Singapore,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,50K - 100K, Binder / JupyterHub 
9118,30-34,Man,Singapore,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,50K - 100K,Google Cloud Datalab
9121,40-44,Man,Peru,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
9121,40-44,Man,Peru,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
9133,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
9133,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
9156,40-44,Man,Poland,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K, Kaggle Notebooks
9158,50-54,Man,Belgium,Master’s degree,Data Analyst,Energy/Mining,Senior+,< 25K, Kaggle Notebooks
9158,50-54,Man,Belgium,Master’s degree,Data Analyst,Energy/Mining,Senior+,< 25K,Colab Notebooks
9158,50-54,Man,Belgium,Master’s degree,Data Analyst,Energy/Mining,Senior+,< 25K, Databricks Collaborative Notebooks 
9164,25-29,Man,Other,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, IBM Watson Studio 
9170,22-24,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
9179,18-21,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
9180,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
9180,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
9192,25-29,Man,India,Doctoral degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
9199,45-49,Woman,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Junior,50K - 100K, Binder / JupyterHub 
9210,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Colab Notebooks
9212,30-34,Man,Thailand,Master’s degree,Data Analyst,Shipping/Transportation,Junior,25K - 50K,Azure Notebooks
9221,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
9221,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
9221,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud Datalab
9253,22-24,Woman,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Colab Notebooks
9253,22-24,Woman,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Binder / JupyterHub 
9282,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K, Kaggle Notebooks
9282,25-29,Man,Colombia,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K, Amazon EMR Notebooks 
9300,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,,Google Cloud Datalab
9308,40-44,Man,France,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K, Kaggle Notebooks
9312,30-34,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Binder / JupyterHub 
9315,25-29,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
9315,25-29,Man,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K, Binder / JupyterHub 
9346,25-29,Man,Colombia,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
9350,25-29,Woman,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Mid,< 25K, Kaggle Notebooks
9350,25-29,Woman,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Mid,< 25K,Colab Notebooks
9400,35-39,Man,United States of America,Professional doctorate,Data Analyst,Medical/Pharmaceutical,Junior,50K - 100K, IBM Watson Studio 
9406,45-49,Man,Poland,Master’s degree,Data Analyst,Government/Public Service,Senior,< 25K,Colab Notebooks
9410,22-24,Prefer not to say,India,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
9412,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
9412,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Binder / JupyterHub 
9423,25-29,Man,Mexico,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Colab Notebooks
9439,25-29,Man,Nigeria,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
9439,25-29,Man,Nigeria,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, IBM Watson Studio 
9452,30-34,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior,100K - 200K,Azure Notebooks
9452,30-34,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior,100K - 200K, Amazon Sagemaker Studio Notebooks 
9455,30-34,Woman,Russia,I prefer not to answer,Data Analyst,Marketing/CRM,Junior,< 25K,Colab Notebooks
9457,25-29,Woman,Poland,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
9481,22-24,Woman,India,Master’s degree,Business Analyst,Other,Junior,< 25K,Colab Notebooks
9481,22-24,Woman,India,Master’s degree,Business Analyst,Other,Junior,< 25K,Azure Notebooks
9481,22-24,Woman,India,Master’s degree,Business Analyst,Other,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
9491,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K, Kaggle Notebooks
9491,22-24,Woman,India,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Colab Notebooks
9493,25-29,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Azure Notebooks
9515,18-21,Man,Brazil,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Senior,< 25K, Kaggle Notebooks
9515,18-21,Man,Brazil,Bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Senior,< 25K,Colab Notebooks
9560,30-34,Woman,Brazil,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Colab Notebooks
