index,age,gender,country,education,role,field,cat_experience,cat_salary,courses_unido
6329,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Kaggle Learn Courses
6329,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Udacity
6329,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Udemy
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Kaggle Learn Courses
6330,18-21,Man,Philippines,No formal education past high school,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Udemy
6331,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Coursera
6331,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,DataCamp
6331,22-24,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Udemy
6355,60-69,Man,Other,Master’s degree,Business Analyst,Government/Public Service,Junior,< 25K,Coursera
6355,60-69,Man,Other,Master’s degree,Business Analyst,Government/Public Service,Junior,< 25K,edX
6355,60-69,Man,Other,Master’s degree,Business Analyst,Government/Public Service,Junior,< 25K,Udemy
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
6375,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Coursera
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Kaggle Learn Courses
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Udemy
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,LinkedIn Learning
6395,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6396,50-54,Man,Russia,Doctoral degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Coursera
6396,50-54,Man,Russia,Doctoral degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Udemy
6434,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,Coursera
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,edX
6435,25-29,Man,Morocco,Master’s degree,Data Analyst,Energy/Mining,Senior,< 25K,Udacity
6440,22-24,Woman,Other,Doctoral degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,DataCamp
6445,22-24,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Coursera
6445,22-24,Woman,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,University Courses (resulting in a university degree)
6446,25-29,Woman,South Korea,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,University Courses (resulting in a university degree)
6451,45-49,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior,100K - 200K,University Courses (resulting in a university degree)
6453,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,edX
6453,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,Udacity
6453,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,LinkedIn Learning
6453,40-44,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Marketing/CRM,Junior,25K - 50K,University Courses (resulting in a university degree)
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,25K - 50K,Coursera
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,25K - 50K,Kaggle Learn Courses
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,25K - 50K,DataCamp
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,25K - 50K,Udemy
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,25K - 50K,LinkedIn Learning
6455,25-29,Man,Italy,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,25K - 50K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6480,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Coursera
6480,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K,Kaggle Learn Courses
6484,25-29,Woman,India,Master’s degree,Data Analyst,Other,Junior,< 25K,Kaggle Learn Courses
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,edX
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,DataCamp
6492,35-39,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udemy
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Coursera
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,edX
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Kaggle Learn Courses
6493,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Udemy
6502,50-54,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Kaggle Learn Courses
6502,50-54,Man,Australia,Master’s degree,Data Analyst,Government/Public Service,Senior+,50K - 100K,Other
6507,25-29,Man,Peru,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,edX
6507,25-29,Man,Peru,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,University Courses (resulting in a university degree)
6511,30-34,Woman,India,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,Coursera
6511,30-34,Woman,India,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,< 25K,DataCamp
6537,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
6537,35-39,Man,Thailand,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
6547,40-44,Woman,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6560,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
6581,45-49,Man,Kenya,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,< 25K,Other
6582,25-29,Man,India,Master’s degree,Business Analyst,Government/Public Service,Sin experiencia,< 25K,University Courses (resulting in a university degree)
6583,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Coursera
6583,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Kaggle Learn Courses
6596,50-54,Man,Japan,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,< 25K,Other
6605,22-24,Man,Brazil,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Coursera
6605,22-24,Man,Brazil,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Kaggle Learn Courses
6605,22-24,Man,Brazil,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Udemy
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,Coursera
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,edX
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,Kaggle Learn Courses
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,DataCamp
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,Udacity
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,Udemy
6617,60-69,Man,Canada,Master’s degree,Business Analyst,Insurance/Risk Assessment,Senior+,> 200K,University Courses (resulting in a university degree)
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Coursera
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Kaggle Learn Courses
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,DataCamp
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Fast.ai
6637,40-44,Man,Ireland,Doctoral degree,Data Analyst,Academics/Education,Junior,50K - 100K,Udacity
6643,25-29,Man,Pakistan,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Coursera
6643,25-29,Man,Pakistan,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,Kaggle Learn Courses
6643,25-29,Man,Pakistan,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,DataCamp
6643,25-29,Man,Pakistan,Master’s degree,Data Analyst,Government/Public Service,Mid,< 25K,University Courses (resulting in a university degree)
6646,60-69,Man,Other,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,50K - 100K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6664,40-44,Man,Nigeria,Bachelor’s degree,Business Analyst,Other,Mid,< 25K,Kaggle Learn Courses
6664,40-44,Man,Nigeria,Bachelor’s degree,Business Analyst,Other,Mid,< 25K,University Courses (resulting in a university degree)
6665,40-44,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior+,< 25K,Udemy
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,Kaggle Learn Courses
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,University Courses (resulting in a university degree)
6669,35-39,Man,Ireland,Master’s degree,Business Analyst,Retail/Sales,Junior,25K - 50K,Other
6700,22-24,Man,India,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Coursera
6700,22-24,Man,India,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Kaggle Learn Courses
6700,22-24,Man,India,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,DataCamp
6710,22-24,Man,Nigeria,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Other
6721,55-59,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K,Coursera
6721,55-59,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K,DataCamp
6721,55-59,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K,Udemy
6721,55-59,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Senior,50K - 100K,LinkedIn Learning
6736,22-24,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
6754,22-24,Man,India,Master’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,Kaggle Learn Courses
6792,25-29,Woman,Israel,I prefer not to answer,Data Analyst,Government/Public Service,Junior,< 25K,Udemy
6801,25-29,Man,Taiwan,Master’s degree,Data Analyst,Computers/Technology,Junior,25K - 50K,Kaggle Learn Courses
6801,25-29,Man,Taiwan,Master’s degree,Data Analyst,Computers/Technology,Junior,25K - 50K,University Courses (resulting in a university degree)
6805,22-24,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Udemy
6805,22-24,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,LinkedIn Learning
6805,22-24,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,University Courses (resulting in a university degree)
6813,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
6813,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Other
6824,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,100K - 200K,DataCamp
6824,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior,100K - 200K,University Courses (resulting in a university degree)
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Coursera
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Kaggle Learn Courses
6828,40-44,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Senior,< 25K,Udemy
6830,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Coursera
6830,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
6830,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Udacity
6830,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,LinkedIn Learning
6877,30-34,Man,Thailand,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,DataCamp
6877,30-34,Man,Thailand,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Udacity
6877,30-34,Man,Thailand,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Udemy
6880,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Other,Mid,25K - 50K,Kaggle Learn Courses
6880,30-34,Man,Japan,Bachelor’s degree,Data Analyst,Other,Mid,25K - 50K,Udemy
6883,22-24,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Coursera
6883,22-24,Man,India,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Udemy
6900,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Coursera
6900,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,Udemy
6900,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Senior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6909,50-54,Man,United States of America,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,DataCamp
6909,50-54,Man,United States of America,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,Udemy
6911,45-49,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Coursera
6911,45-49,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K,Udemy
6912,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Coursera
6912,25-29,Man,Brazil,Bachelor’s degree,Business Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
6917,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,25K - 50K,Kaggle Learn Courses
6927,35-39,Man,Japan,Master’s degree,Business Analyst,Shipping/Transportation,Junior,100K - 200K,Coursera
6927,35-39,Man,Japan,Master’s degree,Business Analyst,Shipping/Transportation,Junior,100K - 200K,Kaggle Learn Courses
6927,35-39,Man,Japan,Master’s degree,Business Analyst,Shipping/Transportation,Junior,100K - 200K,Udemy
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Coursera
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,edX
6930,40-44,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Kaggle Learn Courses
6932,40-44,Man,Ecuador,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,edX
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,University Courses (resulting in a university degree)
6943,35-39,Woman,Brazil,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Other
6954,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 25K,Kaggle Learn Courses
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,edX
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udacity
6959,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
