index,time,age,gender
6828,2373,40-44,Man
6829,431,35-39,Man
6830,527,25-29,Man
6831,456,18-21,Man
6832,5190,30-34,Man
6833,1893,45-49,Man
6834,271,22-24,Woman
6835,4379,22-24,Man
6836,360,50-54,Man
6837,1088,25-29,Man
6838,560,30-34,Woman
6839,4969,25-29,Woman
6840,5080,35-39,Woman
6841,3330,40-44,Man
6842,167,18-21,Man
6843,1737,30-34,Man
6844,1586,18-21,Man
6845,508,18-21,Man
6846,459,25-29,Woman
6847,3492,22-24,Man
6848,2303,18-21,Man
6849,956,22-24,Man
6850,183,18-21,Man
6851,524,25-29,Man
6852,2519,60-69,Man
6853,4599,25-29,Woman
6854,2569,30-34,Woman
6855,365,22-24,Man
6856,304,30-34,Man
6857,478,55-59,Prefer not to say
6858,1048,25-29,Man
6859,357,25-29,Man
6860,3374,25-29,Man
6861,745,25-29,Man
6862,433,60-69,Man
6863,411,18-21,Man
6864,22109,40-44,Man
6865,2251,55-59,Man
6866,681,22-24,Man
6867,645,18-21,Man
6868,678,40-44,Man
6869,23714,45-49,Man
6870,644,22-24,Man
6871,737,35-39,Man
6872,780,35-39,Man
6873,389,18-21,Man
6874,1196,50-54,Woman
6875,644,30-34,Man
6876,32894,55-59,Man
6877,1019,30-34,Man
6878,380,22-24,Man
6879,495,22-24,Man
6880,955,30-34,Man
6881,314,18-21,Man
6882,1045,25-29,Man
6883,471,22-24,Man
6884,2239,22-24,Man
6885,1774,30-34,Woman
6886,1825,22-24,Man
6887,325,18-21,Man
6888,485,60-69,Man
6889,1160,50-54,Woman
6890,974,55-59,Man
6891,761,22-24,Woman
6892,447,40-44,Woman
6893,9953,35-39,Man
6894,821,50-54,Man
6895,1081,45-49,Man
6896,471,30-34,Man
6897,743,18-21,Man
6898,1915,18-21,Woman
6899,647,18-21,Prefer not to say
6900,577,30-34,Man
6901,459,25-29,Man
6902,1470,25-29,Man
6903,290,18-21,Man
6904,231,18-21,Man
6905,673,25-29,Man
6906,16292,25-29,Man
6907,664,25-29,Man
6908,1200,25-29,Man
6909,695,50-54,Man
6910,2142,25-29,Woman
6911,881,45-49,Man
6912,582,25-29,Man
6913,690,40-44,Man
6914,389,30-34,Man
6915,1456,25-29,Man
6916,3192,40-44,Man
6917,161817,25-29,Man
6918,378,18-21,Man
6919,532,30-34,Man
6920,239,25-29,Woman
6921,586,22-24,Man
6922,4764,25-29,Man
6923,461,18-21,Man
6924,272,22-24,Woman
6925,644,25-29,Man
6926,581,18-21,Man
6927,533,35-39,Man
6928,795,45-49,Man
6929,319,22-24,Man
6930,654,40-44,Man
6931,1619,35-39,Man
6932,840,40-44,Man
6933,1734,22-24,Woman
6934,752,22-24,Man
6935,176,18-21,Man
6936,283,18-21,Man
6937,673,25-29,Man
6938,648,40-44,Prefer not to say
6939,2107,50-54,Man
6940,358,55-59,Man
6941,1070,22-24,Man
6942,571,45-49,Man
6943,50490,35-39,Woman
6944,291,18-21,Woman
6945,706,50-54,Man
6946,327,60-69,Man
6947,2417,22-24,Man
6948,577,25-29,Man
6949,490,22-24,Man
6950,2947,22-24,Man
6951,2137,50-54,Man
6952,772,35-39,Man
6953,416,22-24,Man
6954,1442,22-24,Man
6955,764,25-29,Man
6956,857,40-44,Man
6957,365,40-44,Man
6958,310,25-29,Man
6959,758,40-44,Man
6960,523,30-34,Man
6961,859,30-34,Prefer not to say
6962,1254,40-44,Man
6963,361,25-29,Man
6964,777,22-24,Man
6965,324,25-29,Man
6966,527,25-29,Man
6967,807,18-21,Man
6968,957,35-39,Man
6969,1161,18-21,Man
6970,1054,25-29,Woman
6971,347,18-21,Man
6972,1043,50-54,Man
6973,1158,45-49,Man
6974,740,30-34,Man
6975,1068,35-39,Man
6976,1037,25-29,Woman
6977,674,55-59,Man
6978,1154,30-34,Man
6979,1067,45-49,Man
6980,697,22-24,Woman
6981,447,22-24,Woman
6982,264,25-29,Man
6983,658,30-34,Woman
6984,2105,25-29,Woman
6985,669,50-54,Man
6986,615,30-34,Man
6987,806,25-29,Man
6988,215216,40-44,Man
6989,679,22-24,Woman
6990,363,22-24,Man
6991,671,40-44,Man
6992,295,25-29,Man
6993,228,22-24,Man
6994,734,35-39,Man
6995,394,18-21,Man
6996,484,22-24,Man
6997,1802,30-34,Man
6998,926,18-21,Man
6999,232,40-44,Woman
7000,862,30-34,Man
7001,386,18-21,Woman
7002,671,18-21,Man
7003,461,70+,Man
7004,61948,40-44,Man
7005,313,50-54,Man
7006,342,30-34,Woman
7007,103413,25-29,Woman
7008,804,35-39,Man
7009,560,18-21,Man
7010,8848,35-39,Woman
7011,827,30-34,Man
7012,2119,35-39,Man
7013,2259,40-44,Woman
7014,625,30-34,Man
7015,821,30-34,Woman
7016,533,25-29,Man
7017,488,22-24,Man
7018,385,25-29,Man
7019,469,22-24,Man
7020,583,30-34,Man
7021,806,50-54,Man
7022,1197,60-69,Man
7023,755,45-49,Man
7024,1995,35-39,Man
7025,439,30-34,Man
7026,421,22-24,Man
7027,923,45-49,Man
7028,315,25-29,Man
7029,505,30-34,Woman
7030,1198,55-59,Man
7031,378,30-34,Man
7032,2095,30-34,Man
7033,523,45-49,Man
7034,291,22-24,Man
7035,1174,30-34,Woman
7036,260,18-21,Man
7037,684,30-34,Man
7038,589,35-39,Woman
7039,241639,30-34,Man
7040,7057,25-29,Man
7041,396,25-29,Man
7042,314,18-21,Woman
7043,644,30-34,Man
7044,711,50-54,Man
7045,256,55-59,Man
7046,415,25-29,Man
7047,602,40-44,Man
7048,826,35-39,Man
7049,392,30-34,Man
7050,802,18-21,Man
7051,68632,18-21,Woman
7052,428,18-21,Man
7053,17808,18-21,Woman
7054,1432,22-24,Woman
7055,517,18-21,Man
7056,559,25-29,Man
7057,432,35-39,Man
7058,387,22-24,Man
7059,1067,50-54,Man
7060,434,22-24,Woman
7061,824,30-34,Man
7062,1824,35-39,Man
7063,311,35-39,Man
7064,800,22-24,Woman
7065,787,55-59,Man
7066,477,18-21,Woman
7067,619,25-29,Man
7068,844,25-29,Man
7069,685,18-21,Man
7070,806,55-59,Man
7071,471,25-29,Man
7072,658,35-39,Man
7073,637,22-24,Man
7074,558,30-34,Woman
7075,361,18-21,Woman
7076,887,45-49,Man
7077,452,40-44,Man
7078,1342,25-29,Woman
7079,856,35-39,Woman
7080,349,25-29,Man
7081,342,35-39,Man
7082,538,35-39,Man
7083,455,60-69,Man
7084,4236,22-24,Woman
7085,927,30-34,Man
7086,2990,22-24,Man
7087,368,22-24,Man
7088,402,25-29,Man
7089,535,35-39,Man
7090,592,40-44,Man
7091,663,25-29,Man
7092,770,40-44,Man
7093,887,25-29,Man
7094,190,18-21,Woman
7095,305,25-29,Man
7096,3532,25-29,Man
7097,503,35-39,Man
7098,878,25-29,Man
7099,391,18-21,Man
7100,792,35-39,Man
7101,644,55-59,Man
7102,670,18-21,Man
7103,232,18-21,Woman
7104,675,35-39,Man
7105,946,35-39,Man
7106,1246,25-29,Man
7107,631,40-44,Woman
7108,705,25-29,Man
7109,1262,18-21,Man
7110,133,45-49,Man
7111,5929,30-34,Man
7112,244,30-34,Man
7113,415,18-21,Woman
7114,3522,25-29,Woman
7115,5616,25-29,Woman
7116,340,40-44,Man
7117,721,25-29,Woman
7118,684,30-34,Man
7119,602,25-29,Man
7120,3693,22-24,Man
7121,589,25-29,Woman
7122,977,18-21,Man
7123,204,25-29,Man
7124,213,22-24,Man
7125,43835,25-29,Woman
7126,369,18-21,Man
7127,2489,50-54,Man
7128,333,18-21,Man
7129,622,30-34,Man
7130,1158,30-34,Man
7131,183,18-21,Man
7132,894,18-21,Woman
7133,734,18-21,Man
7134,30065,25-29,Man
7135,327,22-24,Woman
7136,1236,50-54,Man
7137,570,35-39,Man
7138,358,18-21,Man
7139,1065,22-24,Man
7140,3039,22-24,Woman
7141,1592,50-54,Man
7142,741,40-44,Woman
7143,681,25-29,Woman
7144,738,18-21,Woman
7145,559,25-29,Woman
7146,585,30-34,Man
7147,524,25-29,Man
7148,982,25-29,Man
7149,675,45-49,Man
7150,333,18-21,Man
7151,938,18-21,Woman
7152,499,45-49,Man
7153,848,50-54,Man
7154,541,25-29,Man
7155,2996,60-69,Man
7156,983,18-21,Prefer not to say
7157,594,40-44,Man
7158,282,25-29,Man
7159,3166,45-49,Man
7160,499,18-21,Man
7161,803,30-34,Man
7162,284,18-21,Man
7163,430,30-34,Man
7164,306,18-21,Man
7165,387,25-29,Man
7166,324,22-24,Man
7167,647,30-34,Man
7168,3822,50-54,Woman
7169,542,25-29,Man
7170,1413,25-29,Man
7171,455,25-29,Man
7172,557,22-24,Woman
7173,10233,30-34,Woman
7174,687,18-21,Man
7175,1520,18-21,Woman
7176,380,18-21,Woman
7177,589,22-24,Man
7178,421,18-21,Man
7179,531,40-44,Woman
7180,709,22-24,Woman
7181,3834,18-21,Man
7182,211,18-21,Man
7183,556,18-21,Man
7184,1062,55-59,Man
7185,394,18-21,Man
7186,939,30-34,Man
7187,779,25-29,Woman
7188,1437,25-29,Man
7189,312,70+,Nonbinary
7190,825,22-24,Woman
7191,408,25-29,Man
7192,388,25-29,Man
7193,2402,22-24,Man
7194,3784,25-29,Woman
7195,852,30-34,Man
7196,3162,30-34,Man
7197,736,30-34,Man
7198,3147,45-49,Man
7199,496,45-49,Woman
7200,470,25-29,Man
7201,3872,22-24,Man
7202,852,40-44,Man
7203,166481,30-34,Man
7204,437,25-29,Man
7205,746,22-24,Man
7206,807,25-29,Man
7207,777,30-34,Man
7208,460,30-34,Man
7209,473,22-24,Man
7210,756,18-21,Man
7211,743,30-34,Man
7212,214,22-24,Man
7213,584,18-21,Woman
7214,533,18-21,Man
7215,305,18-21,Prefer not to say
7216,596,30-34,Woman
7217,254,18-21,Woman
7218,18124,30-34,Man
7219,906,25-29,Man
7220,308,60-69,Man
7221,962,35-39,Man
7222,700,30-34,Man
7223,719,45-49,Man
7224,743,25-29,Man
7225,353,18-21,Man
7226,602,40-44,Man
7227,694,30-34,Man
7228,923,22-24,Man
7229,558,30-34,Man
7230,1063,45-49,Woman
7231,915,30-34,Man
7232,586,30-34,Woman
7233,585,22-24,Man
7234,862,22-24,Man
7235,934,40-44,Woman
7236,509,25-29,Man
7237,548,55-59,Woman
7238,638,30-34,Woman
7239,1221,22-24,Man
7240,483,22-24,Man
7241,586,18-21,Man
7242,510,18-21,Man
7243,806,40-44,Man
7244,720,22-24,Man
7245,568,30-34,Man
7246,308,25-29,Man
7247,540,35-39,Man
7248,384,30-34,Woman
7249,312,22-24,Man
7250,323,22-24,Man
7251,376,25-29,Woman
7252,292,18-21,Man
7253,749,60-69,Man
7254,1057,45-49,Man
7255,185,22-24,Man
7256,641,25-29,Woman
7257,664,30-34,Man
7258,5255,35-39,Man
7259,235,18-21,Woman
7260,247,18-21,Woman
7261,408,18-21,Woman
7262,15588,25-29,Woman
7263,311,18-21,Man
7264,405,45-49,Woman
7265,2921,22-24,Man
7266,292,18-21,Man
7267,646,35-39,Woman
7268,64828,50-54,Man
7269,557,30-34,Man
7270,443,22-24,Woman
7271,809,22-24,Man
7272,337,18-21,Woman
7273,303,25-29,Man
7274,344,40-44,Man
7275,256,30-34,Man
7276,336,22-24,Man
7277,605,22-24,Man
7278,135,18-21,Woman
7279,713,40-44,Woman
7280,448,25-29,Woman
7281,412,30-34,Woman
7282,557,18-21,Woman
7283,799,35-39,Man
7284,406,30-34,Man
7285,1432,45-49,Man
7286,1395,30-34,Man
7287,732,30-34,Man
7288,897,25-29,Man
7289,525,18-21,Man
7290,1146,22-24,Man
7291,957,35-39,Man
7292,1374,22-24,Man
7293,47316,22-24,Woman
7294,774,18-21,Man
7295,443,25-29,Man
7296,355,22-24,Man
7297,492,18-21,Man
7298,1879,22-24,Man
7299,195,25-29,Man
7300,76929,18-21,Man
7301,383,18-21,Man
7302,696,35-39,Man
7303,767,40-44,Man
7304,847,25-29,Man
7305,1038,25-29,Woman
7306,866,30-34,Man
7307,2241,30-34,Man
7308,793,60-69,Man
7309,830,25-29,Man
7310,231,22-24,Woman
7311,1045,22-24,Man
7312,1374,22-24,Man
7313,899,35-39,Man
7314,201,40-44,Man
7315,256,18-21,Woman
7316,481,18-21,Man
7317,1580,45-49,Man
7318,309,40-44,Man
7319,379,50-54,Man
7320,590641,35-39,Man
7321,972,22-24,Man
7322,927,18-21,Man
7323,492,25-29,Man
7324,523,22-24,Woman
7325,565,35-39,Man
7326,1856,35-39,Prefer to self-describe
7327,506,25-29,Woman
7328,429,22-24,Woman
7329,492,22-24,Man
7330,692,18-21,Man
7331,558,18-21,Man
7332,1228,35-39,Man
7333,705,30-34,Woman
7334,1574,25-29,Man
7335,993,30-34,Man
7336,828,40-44,Man
7337,666,30-34,Man
7338,553,22-24,Woman
7339,1213,22-24,Man
7340,521,25-29,Man
7341,704,22-24,Man
7342,544,18-21,Man
7343,38302,25-29,Man
7344,368,35-39,Man
7345,790,30-34,Woman
7346,701,40-44,Man
7347,861,35-39,Woman
7348,594,22-24,Man
7349,83342,18-21,Man
7350,380,25-29,Man
7351,544,45-49,Man
7352,366,22-24,Man
7353,1136,40-44,Man
7354,968,25-29,Man
7355,2865,30-34,Man
7356,2352,25-29,Prefer not to say
7357,749,40-44,Man
7358,1246,18-21,Woman
7359,312,18-21,Man
7360,1011,25-29,Man
7361,857,18-21,Woman
7362,342,60-69,Man
7363,362,30-34,Man
7364,427,50-54,Woman
7365,1593,22-24,Man
7366,559,25-29,Woman
7367,531,22-24,Woman
7368,463,25-29,Man
7369,849,55-59,Man
7370,951,45-49,Man
7371,587,30-34,Woman
7372,435,22-24,Woman
7373,987,22-24,Man
7374,344,25-29,Man
7375,722,25-29,Man
7376,29599,25-29,Man
7377,322,18-21,Man
7378,398,22-24,Man
7379,1558,40-44,Man
7380,534,18-21,Man
7381,6356,35-39,Man
7382,893,25-29,Woman
7383,298,45-49,Man
7384,1431,30-34,Man
7385,435,25-29,Man
7386,608,18-21,Man
7387,655,22-24,Man
7388,415,35-39,Man
7389,679,18-21,Man
7390,972,22-24,Woman
7391,162,18-21,Woman
7392,300,25-29,Man
7393,745,25-29,Man
7394,1439,40-44,Man
7395,2460,35-39,Man
7396,845,70+,Man
7397,492,18-21,Man
7398,524,25-29,Man
7399,518,30-34,Woman
7400,443,18-21,Man
7401,525,60-69,Man
7402,669,45-49,Man
7403,1469,25-29,Man
7404,687,18-21,Man
7405,1000,40-44,Woman
7406,669,25-29,Man
7407,618,30-34,Man
7408,374,35-39,Man
7409,818,18-21,Woman
7410,487,18-21,Man
7411,192,35-39,Man
7412,271,18-21,Man
7413,429,45-49,Man
7414,275,35-39,Man
7415,311,30-34,Man
7416,416,25-29,Woman
7417,1106,35-39,Man
7418,427,40-44,Man
7419,684,18-21,Man
7420,424,40-44,Man
7421,1189,22-24,Woman
7422,881,22-24,Man
7423,517,18-21,Man
7424,722,22-24,Woman
7425,725,50-54,Woman
7426,503,25-29,Man
7427,1117,18-21,Man
7428,798,18-21,Man
7429,1014,30-34,Man
7430,262,18-21,Man
7431,3105,22-24,Man
7432,22770,35-39,Man
7433,458,22-24,Woman
7434,303,25-29,Man
7435,414,18-21,Woman
7436,1051,25-29,Woman
7437,719,30-34,Man
7438,799,25-29,Man
7439,532,30-34,Man
7440,331,50-54,Man
7441,278,30-34,Woman
7442,655,40-44,Woman
7443,574,35-39,Man
7444,435,50-54,Man
7445,557,18-21,Man
7446,1450,25-29,Man
7447,710,45-49,Prefer not to say
7448,211,25-29,Man
7449,396,25-29,Man
7450,964,30-34,Man
7451,382,22-24,Man
7452,15816,60-69,Man
7453,780,18-21,Man
7454,705,22-24,Man
7455,722,40-44,Man
7456,422,18-21,Man
7457,577,25-29,Man
7458,274,18-21,Woman
7459,449,30-34,Man
7460,14067,22-24,Man
7461,548,22-24,Man
7462,377,50-54,Man
7463,517,25-29,Man
7464,1981,30-34,Man
7465,1239,25-29,Man
7466,438,25-29,Man
7467,805,25-29,Man
7468,377,18-21,Woman
7469,510,40-44,Woman
7470,292,18-21,Man
7471,185,18-21,Prefer not to say
7472,149,25-29,Man
7473,864,45-49,Man
7474,675,25-29,Man
7475,1255,50-54,Man
7476,527,30-34,Prefer not to say
7477,593,25-29,Man
7478,489,18-21,Man
7479,588,40-44,Man
7480,318,22-24,Woman
7481,588,25-29,Man
7482,3526,35-39,Man
7483,913,22-24,Woman
7484,408,25-29,Prefer not to say
7485,541,35-39,Man
7486,495,55-59,Man
7487,404,18-21,Man
7488,1284,40-44,Man
7489,407,25-29,Man
7490,550,22-24,Man
7491,755,18-21,Man
7492,431,18-21,Woman
7493,2380,18-21,Woman
7494,434,40-44,Man
7495,394,25-29,Man
7496,218,18-21,Woman
7497,3342,25-29,Man
7498,806,18-21,Man
7499,272,22-24,Man
7500,1382,22-24,Man
7501,490,30-34,Man
7502,670,30-34,Woman
7503,1286,18-21,Man
7504,508,30-34,Man
7505,801,22-24,Woman
7506,715,18-21,Man
7507,6240,40-44,Man
7508,767,30-34,Man
7509,320,18-21,Woman
7510,568,22-24,Man
7511,1060,35-39,Woman
7512,459,40-44,Man
7513,475,25-29,Man
7514,569,22-24,Man
7515,619,25-29,Man
7516,533,22-24,Man
7517,529,40-44,Man
7518,139,18-21,Man
7519,922,40-44,Man
7520,448,35-39,Man
7521,519,18-21,Man
7522,408,18-21,Woman
7523,559,18-21,Woman
7524,493,22-24,Woman
7525,711,25-29,Man
7526,501,22-24,Man
7527,1046,25-29,Man
7528,389,35-39,Man
7529,594,22-24,Man
7530,7420,30-34,Man
7531,551,18-21,Man
7532,581,22-24,Man
7533,3935,35-39,Man
7534,1133,30-34,Man
7535,997,30-34,Man
7536,702,30-34,Woman
7537,595,18-21,Man
7538,488,30-34,Man
7539,778856,22-24,Man
7540,837,30-34,Man
7541,386,60-69,Man
7542,378,18-21,Man
7543,1716,30-34,Man
7544,1856,30-34,Man
7545,400,50-54,Woman
7546,724,55-59,Nonbinary
7547,2408,60-69,Man
7548,236,22-24,Woman
7549,2696,25-29,Woman
7550,588,50-54,Man
7551,838,22-24,Man
7552,1216,30-34,Man
7553,206,18-21,Man
7554,454,22-24,Man
7555,1072,45-49,Man
7556,7437,25-29,Man
7557,831,25-29,Man
7558,1961,45-49,Man
7559,1060,18-21,Man
7560,169,22-24,Man
7561,259,22-24,Man
7562,600,25-29,Woman
7563,159,22-24,Woman
7564,464,18-21,Man
7565,562,25-29,Man
7566,470,60-69,Man
7567,213,40-44,Man
7568,1222,18-21,Man
7569,941,30-34,Man
7570,1096,18-21,Man
7571,792,18-21,Man
7572,334,18-21,Woman
7573,841,25-29,Man
7574,697,22-24,Man
7575,904,45-49,Man
7576,354,30-34,Woman
7577,1332,30-34,Man
7578,1618,35-39,Prefer not to say
7579,4238,22-24,Man
7580,2627,22-24,Woman
7581,436,18-21,Man
7582,5648,22-24,Man
7583,539,22-24,Man
7584,493,30-34,Man
7585,898,25-29,Man
7586,590,18-21,Woman
7587,2587,30-34,Man
7588,287,22-24,Man
7589,358,30-34,Woman
7590,240,55-59,Man
7591,562,45-49,Man
7592,572,35-39,Man
7593,1441,18-21,Woman
7594,1715,45-49,Man
7595,179337,35-39,Woman
7596,711,25-29,Man
7597,919,35-39,Man
7598,1122522,25-29,Man
7599,37584,30-34,Man
7600,166,22-24,Man
7601,510,25-29,Woman
7602,340,22-24,Man
7603,22667,25-29,Man
7604,438,50-54,Man
7605,792,30-34,Woman
7606,796,35-39,Man
7607,1281,30-34,Man
7608,205,18-21,Man
7609,3104,50-54,Woman
7610,404,18-21,Woman
7611,893,25-29,Man
7612,14095,30-34,Man
7613,872,45-49,Man
7614,654,22-24,Man
7615,308,22-24,Man
7616,440,40-44,Man
7617,6059,25-29,Man
7618,546,18-21,Man
7619,1327,45-49,Man
7620,813,18-21,Man
7621,468,18-21,Man
7622,779,25-29,Man
7623,444,45-49,Man
7624,766,30-34,Man
7625,124882,45-49,Man
7626,24269,40-44,Man
7627,168,25-29,Man
7628,294,18-21,Man
7629,299,18-21,Man
7630,398,40-44,Man
7631,445,60-69,Man
7632,565,25-29,Man
7633,416,18-21,Man
7634,523,25-29,Man
7635,846,30-34,Man
7636,447,45-49,Man
7637,471,18-21,Man
7638,1094,18-21,Woman
7639,699,22-24,Man
7640,183,50-54,Man
7641,884,18-21,Man
7642,414,22-24,Man
7643,19291,18-21,Man
7644,423,18-21,Man
7645,535,30-34,Man
7646,1181,25-29,Man
7647,523,40-44,Woman
7648,307,25-29,Man
7649,641,45-49,Man
7650,432,18-21,Man
7651,831,70+,Man
7652,1374,25-29,Man
7653,871,30-34,Man
7654,759,22-24,Woman
7655,3003,18-21,Man
7656,259,18-21,Man
7657,366,18-21,Man
7658,252,25-29,Man
7659,3020,22-24,Man
7660,492,22-24,Man
7661,11085,60-69,Prefer not to say
7662,369,35-39,Man
7663,622,18-21,Man
7664,702,50-54,Man
7665,156,30-34,Man
7666,724,35-39,Woman
7667,883,30-34,Woman
7668,427,30-34,Man
7669,640,40-44,Man
7670,369,18-21,Man
7671,1056,30-34,Man
7672,440,22-24,Woman
7673,1219,35-39,Man
7674,339,30-34,Man
7675,2777,22-24,Man
7676,6874,18-21,Woman
7677,691,45-49,Man
7678,968,22-24,Prefer not to say
7679,2690,18-21,Man
7680,481,25-29,Man
7681,502,30-34,Man
7682,475,18-21,Woman
7683,278,18-21,Man
7684,433,22-24,Man
7685,455,45-49,Man
7686,899,18-21,Man
7687,1131,25-29,Woman
7688,412,18-21,Man
7689,1229,18-21,Man
7690,576,25-29,Man
7691,767,35-39,Man
7692,212,25-29,Woman
7693,2409,45-49,Man
7694,318,22-24,Man
7695,811,25-29,Woman
7696,1230,30-34,Man
7697,656,55-59,Man
7698,2224,60-69,Man
7699,508,22-24,Man
7700,274,22-24,Man
7701,616,22-24,Man
7702,533,30-34,Woman
7703,460,35-39,Man
7704,621,25-29,Man
7705,304,25-29,Man
7706,350,35-39,Woman
7707,241,22-24,Prefer not to say
7708,10434,30-34,Man
7709,1032,25-29,Woman
7710,352,18-21,Man
7711,650,22-24,Man
7712,687,25-29,Man
7713,359,22-24,Woman
7714,2712,30-34,Man
7715,661,30-34,Man
7716,460,40-44,Man
7717,1021,60-69,Man
7718,1308,60-69,Man
7719,318,45-49,Man
7720,477,25-29,Man
7721,521,45-49,Woman
7722,294,18-21,Man
7723,7759,22-24,Woman
7724,743,45-49,Man
7725,573,45-49,Man
7726,1052,35-39,Woman
7727,824,25-29,Man
7728,85102,30-34,Man
7729,2965,30-34,Man
7730,322,30-34,Man
7731,392,45-49,Woman
7732,393,18-21,Man
7733,1181,45-49,Man
7734,776,25-29,Woman
7735,9827,50-54,Man
7736,997,22-24,Man
7737,247,22-24,Woman
7738,501,40-44,Man
7739,293,55-59,Man
7740,431,40-44,Man
7741,383,22-24,Man
7742,517,45-49,Man
7743,716,22-24,Man
7744,156,22-24,Man
7745,740,30-34,Woman
7746,408,18-21,Man
7747,9885,22-24,Man
7748,729,18-21,Woman
7749,281,40-44,Woman
7750,1185,30-34,Man
7751,398,25-29,Man
7752,699,22-24,Man
7753,380,18-21,Man
7754,698,22-24,Woman
7755,277,18-21,Man
7756,1628,45-49,Man
7757,567,18-21,Man
7758,1560,18-21,Man
7759,1694,22-24,Woman
7760,712,22-24,Man
7761,387,40-44,Man
7762,551,18-21,Man
7763,1111,35-39,Man
7764,629,25-29,Man
7765,1979,35-39,Man
7766,794,22-24,Man
7767,1039,40-44,Man
7768,1359,55-59,Man
7769,1107,45-49,Woman
7770,651,35-39,Man
7771,635,45-49,Man
7772,598,18-21,Man
7773,455,25-29,Woman
7774,767,22-24,Man
7775,3050,22-24,Woman
7776,1528,40-44,Man
7777,399,45-49,Woman
7778,886,45-49,Man
7779,490,40-44,Woman
7780,447,25-29,Man
7781,932,35-39,Man
7782,218,18-21,Man
7783,487,55-59,Man
7784,508,18-21,Man
7785,853,45-49,Woman
7786,443,18-21,Woman
7787,870,40-44,Man
7788,915,18-21,Man
7789,487,35-39,Man
7790,480,35-39,Man
7791,686,55-59,Prefer not to say
7792,499,30-34,Man
7793,3696,40-44,Man
7794,697,30-34,Man
7795,576,25-29,Man
7796,13007,25-29,Woman
7797,459,18-21,Woman
7798,974,60-69,Man
7799,1447,45-49,Man
7800,535,30-34,Man
7801,774,40-44,Man
7802,435,25-29,Woman
7803,611,18-21,Man
7804,320,18-21,Man
7805,261,22-24,Man
7806,914,35-39,Woman
7807,773,22-24,Man
7808,762,22-24,Prefer not to say
7809,1001,40-44,Man
7810,2180,22-24,Man
7811,521,30-34,Man
7812,1231,25-29,Man
7813,1023,30-34,Man
7814,592,22-24,Man
7815,764,30-34,Man
7816,1076782,22-24,Woman
7817,804,25-29,Man
7818,871,25-29,Man
7819,467,45-49,Man
7820,599,22-24,Man
7821,1393,35-39,Man
7822,365,22-24,Man
7823,392,22-24,Man
7824,398,25-29,Man
7825,1241,18-21,Woman
7826,674,40-44,Man
7827,67172,18-21,Woman
7828,549,22-24,Man
7829,343,25-29,Man
7830,888,30-34,Man
7831,931,50-54,Man
7832,1052,30-34,Man
7833,325,22-24,Man
7834,793,25-29,Man
7835,743,35-39,Man
7836,503,22-24,Man
7837,1014,35-39,Man
7838,416,30-34,Man
7839,571,70+,Man
7840,1044,22-24,Woman
7841,417,25-29,Woman
7842,1799,45-49,Man
7843,379,18-21,Man
7844,565,22-24,Man
7845,478,22-24,Man
7846,106730,18-21,Nonbinary
7847,519,18-21,Man
7848,583,30-34,Woman
7849,1164,60-69,Man
7850,614,25-29,Woman
7851,638,22-24,Man
7852,1158,30-34,Man
7853,866,45-49,Man
7854,454,18-21,Man
7855,498,22-24,Man
7856,552,30-34,Man
7857,330,18-21,Woman
7858,553,25-29,Woman
7859,140,22-24,Man
7860,462,18-21,Woman
7861,760,45-49,Man
7862,772,22-24,Woman
7863,5303,18-21,Man
7864,481,35-39,Man
7865,464,18-21,Man
7866,344,50-54,Woman
7867,585,18-21,Man
7868,644,22-24,Man
7869,348,18-21,Man
7870,1051,35-39,Man
7871,1093,30-34,Man
7872,422,30-34,Man
7873,155,25-29,Man
7874,1973842,40-44,Man
7875,627,25-29,Woman
7876,1453,35-39,Man
7877,419,18-21,Woman
7878,347,50-54,Man
7879,751,18-21,Man
7880,1131,22-24,Man
7881,941,18-21,Man
7882,1576,35-39,Man
7883,630,25-29,Woman
7884,1415,30-34,Woman
7885,689,35-39,Woman
7886,203,22-24,Woman
7887,1017,30-34,Man
7888,767,22-24,Man
7889,450,40-44,Man
7890,213,22-24,Woman
7891,144043,22-24,Man
7892,914,18-21,Man
7893,530,25-29,Man
7894,171839,22-24,Man
7895,462,18-21,Man
7896,740,30-34,Man
7897,486493,18-21,Man
7898,978,30-34,Man
7899,663,40-44,Man
7900,1109,50-54,Man
7901,350,22-24,Woman
7902,7438,18-21,Man
7903,627,22-24,Woman
7904,914,18-21,Woman
7905,531,22-24,Nonbinary
7906,61525,35-39,Man
7907,52152,50-54,Man
7908,1055,30-34,Man
7909,906,25-29,Woman
7910,101091,45-49,Man
7911,553,18-21,Woman
7912,1410,30-34,Man
7913,839,35-39,Man
7914,676,25-29,Man
7915,737,35-39,Man
7916,623,30-34,Man
7917,651,35-39,Prefer not to say
7918,604,25-29,Man
7919,1101,30-34,Woman
7920,156,18-21,Woman
7921,576,25-29,Man
7922,549,22-24,Man
7923,1965,30-34,Man
7924,598,55-59,Man
7925,9806,25-29,Man
7926,552,18-21,Woman
7927,150,22-24,Man
7928,2567,35-39,Man
7929,422,25-29,Man
7930,799,50-54,Man
7931,594,30-34,Man
7932,1492,45-49,Man
7933,498,30-34,Man
7934,11027,30-34,Woman
7935,223,25-29,Man
7936,285,22-24,Man
7937,826,18-21,Man
7938,1083,60-69,Man
7939,596,18-21,Man
7940,676,30-34,Man
