index,age,gender,country,education,role,field,cat_experience,cat_salary,visual
5171,40-44,Man,Russia,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, None
5172,35-39,Man,India,Master’s degree,Data Analyst,,Senior+,,
5196,50-54,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,20K - 50K, None
5197,22-24,Man,Australia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
5197,22-24,Man,Australia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
5197,22-24,Man,Australia,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
5199,25-29,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, None
5215,22-24,Woman,Russia,Bachelor’s degree,Business Analyst,Government/Public Service,Sin experiencia,< 20K,
5228,30-34,Woman,Thailand,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K,Ggplot / ggplot2 
5233,45-49,Man,Russia,I prefer not to answer,Data Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
5233,45-49,Man,Russia,I prefer not to answer,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
5233,45-49,Man,Russia,I prefer not to answer,Data Analyst,Government/Public Service,Junior,< 20K,Plotly / Plotly Express 
5236,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K, Matplotlib 
5236,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Business Analyst,Accounting/Finance,Junior,20K - 50K,Seaborn 
5250,25-29,Man,Malaysia,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,Geoplotlib 
5252,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K, Matplotlib 
5252,25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,20K - 50K,Seaborn 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Matplotlib 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Seaborn 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Plotly / Plotly Express 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,D3 js 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Geoplotlib 
5259,30-34,Man,United States of America,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K,Leaflet / Folium 
5276,30-34,Woman,Czech Republic,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Matplotlib 
5276,30-34,Woman,Czech Republic,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K,Seaborn 
5291,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 20K, Matplotlib 
5291,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 20K,Plotly / Plotly Express 
5291,25-29,Man,Other,Bachelor’s degree,Data Analyst,Retail/Sales,Senior,< 20K,Geoplotlib 
5319,22-24,Man,Indonesia,No formal education past high school,Data Analyst,Academics/Education,Sin experiencia,< 20K,
5322,35-39,Man,India,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K, Matplotlib 
5322,35-39,Man,India,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Seaborn 
5322,35-39,Man,India,Master’s degree,Data Analyst,Government/Public Service,Junior,< 20K,Ggplot / ggplot2 
5333,18-21,Man,India,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K,Geoplotlib 
5333,18-21,Man,India,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Other
5334,30-34,Man,Nigeria,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,, None
5341,25-29,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Matplotlib 
5341,25-29,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Ggplot / ggplot2 
5341,25-29,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Geoplotlib 
5341,25-29,Man,Canada,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Other
5357,55-59,Man,Argentina,Bachelor’s degree,Business Analyst,,Junior,, None
5360,22-24,Woman,I do not wish to disclose my location,Doctoral degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, None
5361,35-39,Man,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Sin experiencia,< 20K,
5371,30-34,Man,Canada,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K, Matplotlib 
5371,30-34,Man,Canada,Master’s degree,Business Analyst,Government/Public Service,Junior,50K - 100K,Seaborn 
5372,40-44,Woman,United States of America,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,100K - 200K, None
5376,35-39,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 20K, Matplotlib 
5376,35-39,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 20K,Seaborn 
5376,35-39,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 20K,Ggplot / ggplot2 
5378,45-49,Man,Mexico,Master’s degree,Business Analyst,Computers/Technology,Mid,20K - 50K, None
5380,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior+,100K - 200K, Other
5384,50-54,Man,Ecuador,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 20K, Matplotlib 
5384,50-54,Man,Ecuador,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 20K,Seaborn 
5384,50-54,Man,Ecuador,Master’s degree,Business Analyst,Medical/Pharmaceutical,Junior,< 20K,Ggplot / ggplot2 
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,20K - 50K, Matplotlib 
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,20K - 50K,Seaborn 
5389,30-34,Man,South Korea,Master’s degree,Data Analyst,Government/Public Service,Junior,20K - 50K,Ggplot / ggplot2 
5396,30-34,Man,Other,Master’s degree,Data Analyst,Academics/Education,Senior,< 20K, Matplotlib 
5403,25-29,Man,Turkey,Bachelor’s degree,Data Analyst,,Junior,,Bokeh 
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
5407,22-24,Man,Brazil,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Ggplot / ggplot2 
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K, Matplotlib 
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K,Seaborn 
5408,35-39,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 20K,Geoplotlib 
5410,70+,Prefer not to say,Other,No formal education past high school,Business Analyst,Academics/Education,Sin experiencia,< 20K,
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
5412,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Ggplot / ggplot2 
5416,30-34,Man,India,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Sin experiencia,20K - 50K,
5428,40-44,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K, Matplotlib 
5428,40-44,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K,Seaborn 
5428,40-44,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior+,50K - 100K,Plotly / Plotly Express 
5445,22-24,Man,Indonesia,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,< 20K,
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K, Matplotlib 
5456,25-29,Man,United States of America,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,50K - 100K,Seaborn 
5461,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Matplotlib 
5461,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Seaborn 
5461,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Plotly / Plotly Express 
5461,25-29,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K,Geoplotlib 
5467,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 20K, Matplotlib 
5467,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 20K,Seaborn 
5467,22-24,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 20K,Plotly / Plotly Express 
5477,25-29,Man,Other,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, None
5487,35-39,Man,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Mid,100K - 200K,Ggplot / ggplot2 
5497,55-59,Woman,Singapore,Master’s degree,Business Analyst,Broadcasting/Communications,Junior,100K - 200K, None
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K, Matplotlib 
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,Seaborn 
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,Plotly / Plotly Express 
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,Altair 
5513,30-34,Nonbinary,United States of America,Master’s degree,Data Analyst,Military/Security/Defense,Mid,50K - 100K,Bokeh 
5527,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,, Matplotlib 
5528,60-69,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K, Matplotlib 
5528,60-69,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Seaborn 
5528,60-69,Man,Pakistan,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K,Plotly / Plotly Express 
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Matplotlib 
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Seaborn 
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Ggplot / ggplot2 
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Shiny 
5539,40-44,Man,Bangladesh,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,Bokeh 
5545,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K, Matplotlib 
5545,30-34,Woman,Nigeria,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 20K,Seaborn 
5554,35-39,Man,United States of America,Bachelor’s degree,Data Analyst,Government/Public Service,Sin experiencia,20K - 50K,
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Plotly / Plotly Express 
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Ggplot / ggplot2 
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Shiny 
5559,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,D3 js 
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K, Matplotlib 
5561,22-24,Man,India,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 20K,Plotly / Plotly Express 
5580,40-44,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K, Matplotlib 
5580,40-44,Man,India,Master’s degree,Data Analyst,Other,Junior,< 20K,Seaborn 
5607,22-24,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,20K - 50K, Matplotlib 
5618,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Plotly / Plotly Express 
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Ggplot / ggplot2 
5619,22-24,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Geoplotlib 
5621,40-44,Man,Taiwan,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, None
5628,18-21,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,, Matplotlib 
5628,18-21,Man,Nigeria,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,,Plotly / Plotly Express 
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
5630,25-29,Man,Malaysia,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,Shiny 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Plotly / Plotly Express 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Ggplot / ggplot2 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Shiny 
5646,25-29,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 20K,Altair 
5669,22-24,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Matplotlib 
5669,22-24,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Seaborn 
5669,22-24,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,Ggplot / ggplot2 
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Matplotlib 
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Seaborn 
5671,22-24,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K,Plotly / Plotly Express 
5677,35-39,Man,Russia,Bachelor’s degree,Data Analyst,,Junior,,
5685,35-39,Man,Germany,Doctoral degree,Data Analyst,,Senior,,
5699,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Matplotlib 
5716,18-21,Man,Russia,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 20K, Matplotlib 
5725,35-39,Man,United States of America,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, None
5733,30-34,Man,France,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,20K - 50K, Other
5734,45-49,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Junior,20K - 50K, Matplotlib 
5734,45-49,Man,Other,Master’s degree,Business Analyst,Computers/Technology,Junior,20K - 50K,Seaborn 
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 20K, Matplotlib 
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 20K,Seaborn 
5742,30-34,Woman,India,Bachelor’s degree,Data Analyst,Retail/Sales,Mid,< 20K,Plotly / Plotly Express 
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Plotly / Plotly Express 
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K,Bokeh 
5746,30-34,Man,United States of America,Master’s degree,Business Analyst,Medical/Pharmaceutical,Senior,100K - 200K, Other
5747,30-34,Man,Colombia,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, Matplotlib 
5747,30-34,Man,Colombia,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Seaborn 
5747,30-34,Man,Colombia,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K,Ggplot / ggplot2 
5751,40-44,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Sin experiencia,50K - 100K,
5753,50-54,Woman,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior+,100K - 200K, Matplotlib 
5755,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 20K, Matplotlib 
5755,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 20K,Seaborn 
5755,22-24,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Junior,< 20K,Geoplotlib 
5776,25-29,Woman,Malaysia,Bachelor’s degree,Data Analyst,Marketing/CRM,Sin experiencia,20K - 50K,
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K, Matplotlib 
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Seaborn 
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Plotly / Plotly Express 
5784,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Broadcasting/Communications,Junior,50K - 100K,Bokeh 
5802,25-29,Man,India,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K, Matplotlib 
5802,25-29,Man,India,Bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 20K,Geoplotlib 
5803,25-29,Man,Other,Professional doctorate,Data Analyst,Non-profit/Service,Junior,< 20K, Matplotlib 
5818,25-29,Man,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, None
5829,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 20K,
5841,25-29,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K, Matplotlib 
5841,25-29,Man,Portugal,Master’s degree,Data Analyst,Academics/Education,Junior,< 20K,Seaborn 
5842,25-29,Woman,Russia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K, None
5847,30-34,Man,Peru,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Matplotlib 
