index,age,gender,country,education,role,field,cat_experience,cat_salary,cod_env
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Visual Studio Code (VSCode) 
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,PyCharm 
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K, Notepad++
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K, Sublime Text
2502,18-21,Woman,India,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Jupyter Notebook
2505,30-34,Man,South Africa,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Visual Studio Code (VSCode) 
2505,30-34,Man,South Africa,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,PyCharm 
2505,30-34,Man,South Africa,Bachelor’s degree,Data Analyst,Energy/Mining,Mid,< 25K,Jupyter Notebook
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
2514,25-29,Man,Hong Kong (S.A.R.),Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
2522,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,RStudio 
2522,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Spyder
2522,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Jupyter Notebook
2525,35-39,Man,Saudi Arabia,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,PyCharm 
2525,35-39,Man,Saudi Arabia,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Jupyter Notebook
2531,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Sin experiencia,< 25K,
2533,25-29,Woman,Nigeria,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Jupyter Notebook
2546,40-44,Man,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K,Visual Studio Code (VSCode) 
2546,40-44,Man,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Notepad++
2546,40-44,Man,Other,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior+,100K - 200K,Jupyter Notebook
2564,30-34,Woman,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,RStudio 
2566,22-24,Man,Pakistan,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
2568,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,JupyterLab 
2568,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Visual Studio Code (VSCode) 
2568,30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Junior,50K - 100K,Jupyter Notebook
2578,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Visual Studio Code (VSCode) 
2578,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Other
2580,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,25K - 50K,JupyterLab 
2580,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,25K - 50K,Jupyter Notebook
2582,22-24,Man,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,PyCharm 
2582,22-24,Man,Poland,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Jupyter Notebook
2596,25-29,Man,Ecuador,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,,Visual Studio Code (VSCode) 
2613,30-34,Man,Russia,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Visual Studio Code (VSCode) 
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,RStudio 
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,PyCharm 
2629,30-34,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
2631,45-49,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
2641,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,JupyterLab 
2641,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Visual Studio Code (VSCode) 
2641,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,PyCharm 
2641,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K, Sublime Text
2641,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Jupyter Notebook
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,RStudio 
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, Spyder
2642,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Jupyter Notebook
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Notepad++
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Sublime Text
2652,30-34,Man,Bangladesh,Some college/university study without earning a bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
2659,30-34,Man,France,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K,Visual Studio 
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,JupyterLab 
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,RStudio 
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, Notepad++
2672,35-39,Prefer not to say,Malaysia,Master’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Jupyter Notebook
2698,22-24,Woman,China,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Visual Studio Code (VSCode) 
2698,22-24,Woman,China,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Notepad++
2698,22-24,Woman,China,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Jupyter Notebook
2717,45-49,Man,Ukraine,Doctoral degree,Business Analyst,Broadcasting/Communications,Senior+,< 25K,PyCharm 
2717,45-49,Man,Ukraine,Doctoral degree,Business Analyst,Broadcasting/Communications,Senior+,< 25K, Other
2725,25-29,Man,Taiwan,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Visual Studio Code (VSCode) 
2730,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PyCharm 
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, Notepad++
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MATLAB 
2733,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Jupyter Notebook
2736,25-29,Man,United States of America,Master’s degree,Data Analyst,Energy/Mining,Senior,50K - 100K,JupyterLab 
2736,25-29,Man,United States of America,Master’s degree,Data Analyst,Energy/Mining,Senior,50K - 100K, Notepad++
2736,25-29,Man,United States of America,Master’s degree,Data Analyst,Energy/Mining,Senior,50K - 100K, Vim / Emacs
2749,45-49,Man,Nigeria,Master’s degree,Business Analyst,Other,Sin experiencia,< 25K,
2750,25-29,Man,Russia,Master’s degree,Data Analyst,,Junior,,PyCharm 
2750,25-29,Man,Russia,Master’s degree,Data Analyst,,Junior,,Jupyter Notebook
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Visual Studio Code (VSCode) 
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PyCharm 
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Sublime Text
2751,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MATLAB 
2759,35-39,Man,India,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,RStudio 
2765,25-29,Man,Indonesia,Bachelor’s degree,Business Analyst,Computers/Technology,Sin experiencia,< 25K,
2767,18-21,Man,Russia,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Visual Studio 
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,,RStudio 
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,,Visual Studio 
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,,Visual Studio Code (VSCode) 
2776,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,, Notepad++
2793,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,PyCharm 
2793,30-34,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Jupyter Notebook
2802,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Spyder
2802,25-29,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Notepad++
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Visual Studio Code (VSCode) 
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,PyCharm 
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K, Notepad++
2803,35-39,Man,Singapore,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Jupyter Notebook
2805,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,PyCharm 
2805,30-34,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Junior,25K - 50K,Jupyter Notebook
2810,25-29,Man,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Visual Studio Code (VSCode) 
2810,25-29,Man,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Jupyter Notebook
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,25K - 50K,JupyterLab 
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,25K - 50K, Sublime Text
2811,45-49,Man,Brazil,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,25K - 50K,Jupyter Notebook
2821,25-29,Man,Ecuador,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,RStudio 
2821,25-29,Man,Ecuador,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Visual Studio Code (VSCode) 
2821,25-29,Man,Ecuador,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Jupyter Notebook
2822,50-54,Man,Other,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,RStudio 
2822,50-54,Man,Other,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,Jupyter Notebook
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,RStudio 
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Visual Studio Code (VSCode) 
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K, Spyder
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K, Sublime Text
2826,25-29,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Jupyter Notebook
2830,25-29,Man,Russia,Master’s degree,Data Analyst,Military/Security/Defense,Junior,25K - 50K,Visual Studio Code (VSCode) 
2842,25-29,Woman,Poland,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Visual Studio Code (VSCode) 
2842,25-29,Woman,Poland,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Jupyter Notebook
2842,25-29,Woman,Poland,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Other
2855,30-34,Woman,Egypt,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
2863,40-44,Man,France,Master’s degree,Data Analyst,,Junior,,RStudio 
2863,40-44,Man,France,Master’s degree,Data Analyst,,Junior,,Jupyter Notebook
2867,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Visual Studio 
2867,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
2867,30-34,Man,Nigeria,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Other
2869,40-44,Woman,Brazil,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K,RStudio 
2878,30-34,Man,Switzerland,Master’s degree,Data Analyst,Accounting/Finance,Senior,, None
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K,RStudio 
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K,PyCharm 
2881,55-59,Man,United States of America,Master’s degree,Business Analyst,Retail/Sales,Junior,100K - 200K,Jupyter Notebook
2886,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,,Visual Studio 
2886,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,, Spyder
2886,25-29,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,,Jupyter Notebook
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Visual Studio 
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K, Sublime Text
2892,45-49,Man,Peru,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Senior,< 25K,Jupyter Notebook
2898,30-34,Man,Pakistan,Bachelor’s degree,Data Analyst,Computers/Technology,Sin experiencia,< 25K,
2900,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,PyCharm 
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,RStudio 
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K, Spyder
2902,40-44,Man,Spain,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 25K,Jupyter Notebook
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,JupyterLab 
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,RStudio 
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MATLAB 
2913,25-29,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Jupyter Notebook
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Visual Studio Code (VSCode) 
2914,22-24,Woman,Egypt,Bachelor’s degree,Data Analyst,Other,Mid,< 25K,Jupyter Notebook
2916,55-59,Man,Italy,No formal education past high school,Data Analyst,Computers/Technology,Mid,25K - 50K, Notepad++
2921,45-49,Man,Portugal,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,Visual Studio Code (VSCode) 
2921,45-49,Man,Portugal,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,PyCharm 
2921,45-49,Man,Portugal,Master’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,Jupyter Notebook
2930,40-44,Man,Brazil,Doctoral degree,Data Analyst,Government/Public Service,Junior,< 25K,RStudio 
2930,40-44,Man,Brazil,Doctoral degree,Data Analyst,Government/Public Service,Junior,< 25K,Visual Studio 
2953,30-34,Man,India,Master’s degree,Business Analyst,Online Service/Internet-based Services,Mid,25K - 50K,Visual Studio Code (VSCode) 
2962,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Jupyter Notebook
2963,35-39,Man,Other,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,50K - 100K,JupyterLab 
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K,Visual Studio 
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K,PyCharm 
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K, Sublime Text
2969,40-44,Woman,Egypt,Professional doctorate,Data Analyst,Government/Public Service,Senior+,< 25K,Jupyter Notebook
2970,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Visual Studio 
2970,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Visual Studio Code (VSCode) 
2970,22-24,Man,India,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,PyCharm 
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K,RStudio 
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K,Visual Studio 
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K,Visual Studio Code (VSCode) 
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K, Spyder
2977,30-34,Woman,India,Doctoral degree,Data Analyst,Academics/Education,Mid,< 25K,Jupyter Notebook
2982,22-24,Man,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,RStudio 
2982,22-24,Man,India,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K,Jupyter Notebook
2997,25-29,Woman,India,I prefer not to answer,Data Analyst,Other,Junior,< 25K,RStudio 
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Visual Studio 
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Visual Studio Code (VSCode) 
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,, Sublime Text
3003,18-21,Man,India,Bachelor’s degree,Data Analyst,,Junior,,Jupyter Notebook
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Visual Studio 
3014,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Visual Studio Code (VSCode) 
