index,age,gender,country,education,role,field,cat_experience,cat_salary,learn_unido
6976,25-29,Woman,Nigeria,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Google Cloud SQL 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MySQL 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Oracle Database 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Snowflake 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft SQL Server 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure SQL Database 
6978,30-34,Man,Poland,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Microsoft Azure Cosmos DB 
6980,22-24,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,MySQL 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,PostgreSQL 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Oracle Database 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MongoDB 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Snowflake 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft SQL Server 
6997,30-34,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure SQL Database 
7013,40-44,Woman,United States of America,Doctoral degree,Data Analyst,Accounting/Finance,Senior,100K - 200K,MongoDB 
7025,30-34,Man,India,Doctoral degree,Data Analyst,Non-profit/Service,Mid,< 25K,MongoDB 
7044,50-54,Man,Poland,No formal education past high school,Data Analyst,Government/Public Service,Senior+,< 25K,PostgreSQL 
7044,50-54,Man,Poland,No formal education past high school,Data Analyst,Government/Public Service,Senior+,< 25K,SQLite 
7044,50-54,Man,Poland,No formal education past high school,Data Analyst,Government/Public Service,Senior+,< 25K,Microsoft SQL Server 
7072,35-39,Man,Ghana,Bachelor’s degree,Data Analyst,Energy/Mining,Sin experiencia,< 25K,Microsoft SQL Server 
7072,35-39,Man,Ghana,Bachelor’s degree,Data Analyst,Energy/Mining,Sin experiencia,< 25K,Microsoft Azure SQL Database 
7072,35-39,Man,Ghana,Bachelor’s degree,Data Analyst,Energy/Mining,Sin experiencia,< 25K,Amazon RDS 
7072,35-39,Man,Ghana,Bachelor’s degree,Data Analyst,Energy/Mining,Sin experiencia,< 25K,Google Cloud SQL 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,MySQL 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Microsoft Azure SQL Database 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Microsoft Azure Cosmos DB 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Amazon Redshift 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud Firestore 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud BigTable 
7138,18-21,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Mid,< 25K,Google Cloud Spanner 
7146,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K,MySQL 
7146,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K,Google Cloud SQL 
7147,25-29,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
7147,25-29,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
7147,25-29,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,MongoDB 
7334,25-29,Man,China,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
7335,30-34,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Oracle Database 
7335,30-34,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,MongoDB 
7335,30-34,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Microsoft SQL Server 
7335,30-34,Man,Egypt,Master’s degree,Data Analyst,Academics/Education,Mid,< 25K,Microsoft Azure SQL Database 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,MySQL 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,PostgreSQL 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,SQLite 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,Oracle Database 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,Microsoft SQL Server 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,Microsoft Azure SQL Database 
7416,25-29,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,Medical/Pharmaceutical,Junior,50K - 100K,Google Cloud SQL 
7454,22-24,Man,Czech Republic,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,PostgreSQL 
7454,22-24,Man,Czech Republic,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
7454,22-24,Man,Czech Republic,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Snowflake 
7460,22-24,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
7460,22-24,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,PostgreSQL 
7460,22-24,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,SQLite 
7460,22-24,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Oracle Database 
7460,22-24,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft Azure SQL Database 
7460,22-24,Man,Other,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Microsoft Azure Cosmos DB 
7466,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Other,Junior,25K - 50K,MySQL 
7466,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Other,Junior,25K - 50K,PostgreSQL 
7466,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Other,Junior,25K - 50K,Oracle Database 
7466,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Other,Junior,25K - 50K,Microsoft SQL Server 
7466,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Other,Junior,25K - 50K,Microsoft Azure SQL Database 
7466,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Other,Junior,25K - 50K,Google Cloud SQL 
7473,45-49,Man,Argentina,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,MySQL 
7473,45-49,Man,Argentina,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,PostgreSQL 
7473,45-49,Man,Argentina,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,SQLite 
7473,45-49,Man,Argentina,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,MongoDB 
7473,45-49,Man,Argentina,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,IBM Db2 
7473,45-49,Man,Argentina,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Google Cloud BigQuery 
7636,45-49,Man,Spain,Bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,25K - 50K,Microsoft SQL Server 
7667,30-34,Woman,Germany,Doctoral degree,Business Analyst,Energy/Mining,Senior,100K - 200K,Snowflake 
7667,30-34,Woman,Germany,Doctoral degree,Business Analyst,Energy/Mining,Senior,100K - 200K,Microsoft Azure SQL Database 
7667,30-34,Woman,Germany,Doctoral degree,Business Analyst,Energy/Mining,Senior,100K - 200K,Microsoft Azure Cosmos DB 
7706,35-39,Woman,Saudi Arabia,I prefer not to answer,Business Analyst,Academics/Education,Sin experiencia,< 25K,MySQL 
7706,35-39,Woman,Saudi Arabia,I prefer not to answer,Business Analyst,Academics/Education,Sin experiencia,< 25K,SQLite 
7706,35-39,Woman,Saudi Arabia,I prefer not to answer,Business Analyst,Academics/Education,Sin experiencia,< 25K,Microsoft SQL Server 
7763,35-39,Man,Egypt,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,Amazon Redshift 
7763,35-39,Man,Egypt,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,Amazon DynamoDB 
7807,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
7807,22-24,Man,Russia,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Amazon RDS 
7825,18-21,Woman,Japan,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,MySQL 
7907,50-54,Man,Greece,Doctoral degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,Other
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,MySQL 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,PostgreSQL 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,SQLite 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Oracle Database 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,MongoDB 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Snowflake 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Microsoft SQL Server 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Microsoft Azure SQL Database 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Microsoft Azure Cosmos DB 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Amazon Redshift 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Amazon DynamoDB 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Google Cloud SQL 
7951,25-29,Woman,China,Master’s degree,Business Analyst,Marketing/CRM,Junior,< 25K,Google Cloud Spanner 
7983,55-59,Man,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Sin experiencia,25K - 50K,Google Cloud Spanner 
8056,22-24,Man,China,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MySQL 
8056,22-24,Man,China,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Oracle Database 
8056,22-24,Man,China,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Amazon DynamoDB 
8067,25-29,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 25K,MySQL 
8067,25-29,Man,India,Bachelor’s degree,Business Analyst,Accounting/Finance,Senior,< 25K,PostgreSQL 
8079,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Snowflake 
8079,18-21,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud BigQuery 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,MySQL 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Oracle Database 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,MongoDB 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft SQL Server 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft Azure Cosmos DB 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud BigQuery 
8086,30-34,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Sin experiencia,< 25K,Google Cloud SQL 
8105,40-44,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,MySQL 
8105,40-44,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Oracle Database 
8105,40-44,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Snowflake 
8105,40-44,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Microsoft Azure Cosmos DB 
8109,18-21,Man,Pakistan,Bachelor’s degree,Data Analyst,Academics/Education,Sin experiencia,< 25K,MySQL 
8136,25-29,Woman,Indonesia,Some college/university study without earning a bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K,MySQL 
8171,40-44,Man,Brazil,Master’s degree,Data Analyst,Government/Public Service,Junior,25K - 50K,MongoDB 
8178,25-29,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Sin experiencia,< 25K,Amazon RDS 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MySQL 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,MongoDB 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Microsoft Azure Cosmos DB 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud BigQuery 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud SQL 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Firestore 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud BigTable 
8192,25-29,Man,Uganda,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Spanner 
8196,22-24,Woman,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MySQL 
8196,22-24,Woman,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,MongoDB 
8196,22-24,Woman,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,IBM Db2 
8198,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Microsoft SQL Server 
8198,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Google Cloud SQL 
8206,35-39,Woman,United Arab Emirates,Bachelor’s degree,Business Analyst,Shipping/Transportation,Sin experiencia,25K - 50K,Google Cloud SQL 
8206,35-39,Woman,United Arab Emirates,Bachelor’s degree,Business Analyst,Shipping/Transportation,Sin experiencia,25K - 50K,Google Cloud BigTable 
8206,35-39,Woman,United Arab Emirates,Bachelor’s degree,Business Analyst,Shipping/Transportation,Sin experiencia,25K - 50K,Google Cloud Spanner 
8260,25-29,Man,Ukraine,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,PostgreSQL 
8260,25-29,Man,Ukraine,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,MongoDB 
8260,25-29,Man,Ukraine,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Snowflake 
8260,25-29,Man,Ukraine,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Google Cloud BigQuery 
8273,40-44,Man,Ukraine,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,MySQL 
8273,40-44,Man,Ukraine,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,Microsoft SQL Server 
8273,40-44,Man,Ukraine,Bachelor’s degree,Business Analyst,Retail/Sales,Sin experiencia,< 25K,Google Cloud SQL 
8309,22-24,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Snowflake 
8309,22-24,Man,India,Master’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,Microsoft SQL Server 
8320,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 25K,MongoDB 
8320,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Senior,< 25K,Google Cloud SQL 
8359,30-34,Man,Belarus,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,MySQL 
8359,30-34,Man,Belarus,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,PostgreSQL 
8359,30-34,Man,Belarus,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,SQLite 
8359,30-34,Man,Belarus,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K,Microsoft SQL Server 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,MySQL 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,PostgreSQL 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,SQLite 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Oracle Database 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,MongoDB 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Snowflake 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,IBM Db2 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Microsoft SQL Server 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Microsoft Azure SQL Database 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Microsoft Azure Cosmos DB 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Amazon Redshift 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Amazon Aurora 
8372,40-44,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Amazon DynamoDB 
